Afrika	アフリカ
Užgorod	ウージュホロド
Žitomir (Ukrajina)	ジトームィル
Hmeljnicki	フメリヌィーツィクィイ
Dniprodžeržinsk	ドニプロゼルジーンシク
Ivano-Frankivsk	イヴァーノ＝フランキーウシク
Komunistička nomenklatura	ノーメンクラトゥーラ
Claes Oldenburg	クレス・オルデンバーグ
Herson	ヘルソン
Oleksandrija	オレクサンドリーヤ
Rivne	リウネ
Dornier Do 17	Do 17 (航空機)
Ternopilj	テルノーピリ
Kolaboracija	利敵協力
Košarka na OI 1972.	ミュンヘンオリンピックにおけるバスケットボール競技
Poltava	ポルタヴァ
Sumi	スームィ
Pedro II. Brazilski	ペドロ2世 (ブラジル皇帝)
Swiss	スイスインターナショナルエアラインズ
Recija	ラエティア
Marakuja	パッションフルーツ
Michelle Williams (glumica)	ミシェル・ウィリアムズ (女優)
Kineska metasekvoja	メタセコイア
Rosopas	クサノオウ
Yehudi Menuhin	ユーディ・メニューイン
Lúcio	ルシマール・ダ・シウヴァ・フェレイラ
Air Berlin	エア・ベルリン
Ramiz Alia	ラミズ・アリア
Crni sljez	ウスベニアオイ
Kuhar	調理師
Getúlio Vargas	ジェトゥリオ・ドルネレス・ヴァルガス
Kanalizacija	下水道
Sedum	マンネングサ属
Struga	ストルガ
Hipofiza	下垂体
Slade (glazbeni sastav)	スレイド (バンド)
Samos	サモス島
Krstašice	アブラナ科
Ernst Barlach	エルンスト・バルラハ
Fieseler Fi 156	Fi 156 (航空機)
Obična breza	シラカンバ
Alma Mahler	アルマ・マーラー
Perunika	アヤメ属
Nebo nad Berlinom	ベルリン・天使の詩
Dievs, svētī Latviju	ラトビアに幸いあれ
Welwitschia mirabilis	ウェルウィッチア
Marder I	マルダーI
Merala	ザイフリボク属
Graf Zeppelin	グラーフ・ツェッペリン (空母)
Džepni bojni brod	ドイッチュラント級装甲艦
Panzerhaubitze 2000	PzH2000自走榴弾砲
1. SS oklopna divizija "Leibstandarte SS Adolf Hitler"	第1SS装甲師団
Europska zračna luka Basel-Mulhouse-Freiburg	ユーロエアポート・バーゼル＝ミュールーズ空港
Ústí na Labi	ウースチー・ナド・ラベム
Saarska nogometna reprezentacija	サッカーザールラント代表
Monmouth	モンマス
Jednakostranični trokut	正三角形
Istočnonjemačka marka	東ドイツマルク
Magnolia	モクレン属
Transrapid	トランスラピッド
Tetovo	テトヴォ
Dark Tranquillity	ダーク・トランキュリティ
Zaklada	財団法人
Prilep	プリレプ
Lajos Kossuth	コシュート・ラヨシュ
The Offspring	オフスプリング
Pripjat (rijeka)	プリピャチ川
Joseph Henry	ジョセフ・ヘンリー
Sati (2002.)	めぐりあう時間たち
Pindsko-makedonska kneževina	ピンドス公国・マケドニア公国
Veles (grad)	ヴェレス
Joshihito, car Taishō	大正天皇
Černigov	チェルニーヒウ
Čerkasi	チェルカースィ
Gostivar	ゴスティヴァル
Gevgelija	ゲヴゲリヤ
Puma AG	プーマ
Karloman, kralj Bavarske i Italije	カールマン (東フランク王)
Turneja četiriju skakaonica	スキージャンプ週間
Margarita Austrijska (1584.-1611.)	マルガレーテ・フォン・エスターライヒ (スペイン王妃)
Ludovik II.	ラヨシュ2世
Filip I. Lijepi	フェリペ1世 (カスティーリャ王)
Ludvig IV. Dijete	ルートヴィヒ4世 (東フランク王)
Ferdinand IV., hrvatsko-ugarski kralj	フェルディナント4世 (ローマ王)
Don Juan Austrijski	ドン・フアン・デ・アウストリア
Branko Crvenkovski	ブランコ・ツルヴェンコフスキ
Albert II. Habsburgovac	アルブレヒト2世 (神聖ローマ皇帝)
Jaglačevke	サクラソウ科
National Geographic Channel	ナショナルジオグラフィックチャンネル
Monitor	モニター
Konrad I., njemački kralj	コンラート1世 (ドイツ王)
Karolinška renesansa	カロリング朝ルネサンス
Ernst Happel	エルンスト・ハッペル
Eugénie de Montijo	ウジェニー・ド・モンティジョ
Zoran Đinđić	ゾラン・ジンジッチ
Konrad III., rimsko-njemački kralj	コンラート3世 (神聖ローマ皇帝)
Makiïvka	マキイフカ
Lebensraum	生存圏
Krivij Rih	クルィヴィーイ・リーフ
Die Zeit	ディー・ツァイト
Vinnicja	ヴィーンヌィツャ
General bojnik	少将
Carmina Burana	カルミナ・ブラーナ
Salvia	アキギリ属
Vučja jazbina	ヴォルフスシャンツェ
Trputac	セイヨウオオバコ
Abaz II. Hilmi	アッバース・ヒルミー2世
Trubanjovke	トケイソウ科
Šparogovke	クサスギカズラ科
Władysław Szpilman	ウワディスワフ・シュピルマン
Konrad IV., rimsko-njemački kralj	コンラート4世 (神聖ローマ皇帝)
Alchemilla	ハゴロモグサ属
Fernand Léger	フェルナン・レジェ
Lihvarenje	高利貸し
Alberto Giacometti	アルベルト・ジャコメッティ
Konobar	ウェイター
Aden Abdullah Osman Daar	アデン・アブドラ・ウスマン
Arbeit macht frei	働けば自由になる
Bathory	バソリー
Milorad Pavić (pisac)	ミロラド・パヴィチ
Sirištarke	リンドウ科
Dinastija Hannover	ハノーヴァー朝
Kary Mullis	キャリー・マリス
Artturi Ilmari Virtanen	アルトゥーリ・ヴィルタネン
Bitolj	ビトラ
Leonid Hurwicz	レオニード・ハーヴィッツ
Kiselice	スイバ属
Commerzbank-Arena	ヴァルトシュタディオン
Stepan Bandera	ステパーン・バンデーラ
Barica (biljka)	ハルザキヤマガラシ
Češka šuma	ベーマーの森
Pergamski muzej	ペルガモン博物館
Simone Weil	シモーヌ・ヴェイユ (哲学者)
Francis Picabia	フランシス・ピカビア
834 Burnhamia	バーナミア (小惑星)
Arado Ar 234	アラドAr234
835 Olivia	オリヴィア (小惑星)
836 Jole	ヨーレ (小惑星)
837 Schwarzschilda	シュヴァルツシルダ (小惑星)
838 Seraphina	セラフィナ (小惑星)
Noćurak	メマツヨイグサ
839 Valborg	ヴァールボーイ (小惑星)
840 Zenobia	ゼノビア (小惑星)
841 Arabella	アラベラ (小惑星)
Golden State Warriors	ゴールデンステート・ウォリアーズ
843 Nicolaia	ニコライア (小惑星)
844 Leontina	レオンティーナ (小惑星)
Klokočevke	ミツバウツギ科
845 Naëma	ナエマ (小惑星)
846 Lipperta	リッペルタ (小惑星)
847 Agnia	アグニア (小惑星)
Uskolisni trputac	ヘラオオバコ
848 Inna	インナ (小惑星)
Bagrem	ニセアカシア
850 Altona	アルトナ (小惑星)
851 Zeissia	ツァイシア (小惑星)
852 Wladilena	ウラジレーナ (小惑星)
Komedija (film)	コメディ映画
853 Nansenia	ナンセニア (小惑星)
854 Frostia	フロスティア (小惑星)
Heydər Əliyev	ヘイダル・アリエフ
855 Newcombia	ニューカミア (小惑星)
856 Backlunda	バックルンダ (小惑星)
857 Glasenappia	グラセナッピア (小惑星)
858 El Djezaïr	エル・ジェザイール (小惑星)
859 Bouzaréah	ブーザレアー (小惑星)
Oberführer	親衛隊上級大佐
Nužna obrana	正当防衛
860 Ursina	ウルジーナ (小惑星)
861 Aida	アイーダ (小惑星)
862 Franzia	フランツィア (小惑星)
Simfonija br. 3 (Beethoven)	交響曲第3番 (ベートーヴェン)
Marija Lujza, vojvotkinja od Parme	マリア・ルイーザ (パルマ女公)
863 Benkoela	ベンクーラ (小惑星)
Bloodhound Gang	ブラッドハウンド・ギャング
Joseph Dalton Hooker	ジョセフ・ダルトン・フッカー
865 Zubaida	ツバイーダ (小惑星)
Kockavica	バイモ属
866 Fatme	ファトメ (小惑星)
Zaruke	婚約
867 Kovacia	コヴァキア (小惑星)
868 Lova	ローヴァ (小惑星)
869 Mellena	メレーナ (小惑星)
870 Manto	マント (小惑星)
Dessau-Wörlitzersko vrtno carstvo	デッサウ・ヴェルリッツの庭園王国
871 Amneris	アムネリス (小惑星)
872 Holda	ホールダ (小惑星)
Opatija Lorsch	ロルシュ修道院
873 Mechtild	メヒティルト (小惑星)
874 Rotraut	ロートラウト (小惑星)
Gavez	ヒレハリソウ
875 Nymphe	ニンフェ (小惑星)
876 Scott	スコット (小惑星)
Oleksandr Porfirovič Arhipenko	アレクサンダー・アーキペンコ
877 Walküre	ワルキューレ (小惑星)
Nelson Haedo Valdez	ネルソン・アエド・バルデス
Walther P38	ワルサーP38
879 Ricarda	リカルダ (小惑星)
880 Herba	ヘルバ (小惑星)
Pantanal	パンタナル
881 Athene	アテネ (小惑星)
882 Swetlana	スヴェトラーナ (小惑星)
883 Matterania	マッテラニア (小惑星)
885 Ulrike	ウルリケ (小惑星)
Vasilij Žukovski	ヴァシーリー・ジュコーフスキー
Zubin Mehta	ズービン・メータ
888 Parysatis	パリサティス (小惑星)
Vladimir Arnold	ウラジーミル・アーノルド
889 Erynia	エリニア (小惑星)
Mirovni ugovori i stvaranje versajskog poretka	十四か条の平和原則
Gustáv Husák	グスターフ・フサーク
890 Waltraut	ヴァルトラウト (小惑星)
Rumenika	アオゲイトウ
891 Gunhild	グンヒルト (小惑星)
892 Seeligeria	ゼーリゲリア (小惑星)
Daniel-François-Esprit Auber	フランソワ・オーベール
893 Leopoldina	レオポルディナ (小惑星)
894 Erda	エルダ (小惑星)
Istočnonjemački ustanak 1953.	東ベルリン暴動
Ljiljci	スズメガ科
Lomonosov	ロモノソフ
895 Helio	ヘリオ (小惑星)
896 Sphinx	スフィンクス (小惑星)
Narednik	軍曹
897 Lysistrata	リシストラタ (小惑星)
898 Hildegard	ヒルデガルト (小惑星)
899 Jokaste	ヨーカステ (小惑星)
Greatest Hits (Queen)	グレイテスト・ヒッツ (クイーンのアルバム)
Černovci	チェルニウツィー
Capraia	カプラーイア・イーゾラ
Zračna luka Köln Bonn	ケルン・ボン空港
900 Rosalinde	ロザリンデ (小惑星)
901 Brunsia	ブルンジア (小惑星)
Jasenak (biljka)	ハクセン
902 Probitas	プロビタス (小惑星)
903 Nealley	ニーリー (小惑星)
Lysimachia	オカトラノオ属
904 Rockefellia	ロックフェリア (小惑星)
905 Universitas	ウニヴェルシタス (小惑星)
Zeila	ゼイラ
Markgrof	辺境伯
906 Repsolda	レプソルダ (小惑星)
907 Rhoda	ローダ (小惑星)
Vrlina	徳
908 Buda	ブダ (小惑星)
Valerijana	セイヨウカノコソウ
909 Ulla	ウラ (小惑星)
Ljubim	リュビーム
Katarina Austrijska	カタリナ・デ・アウストリア
Zaporižžja	ザポリージャ
910 Anneliese	アンネリーゼ (小惑星)
Christian Lell	クリスティアン・レル
Ljudinovo	リュジノヴォ
Wacken Open Air	ヴァッケン・オープン・エア
Harald Anton Schumacher	ハラルト・シューマッハー
Njemačka burza	ドイツ証券取引所
912 Maritima	メリティマ (小惑星)
913 Otila	オティラ (小惑星)
Opatija Maulbronn	マウルブロン修道院
AFC Azijski kup	AFCアジアカップ
Tutmozis III.	トトメス3世
Boomerang	BOOMERANG
Garoua	ガルア
Seti I.	セティ1世
L-410 Turbolet	L-410 (航空機)
Piercing	ピアス
Malaja Višera	マーラヤ・ヴィシェラ
Blitva	フダンソウ
Tutmozis I.	トトメス1世
Objektni kod	オブジェクトファイル
Amenhotep I.	アメンホテプ1世
Božena Němcová	ボジェナ・ニェムツォヴァー
914 Palisana	パリサナ (小惑星)
Tutmozis IV.	トトメス4世
915 Cosette	コゼット (小惑星)
916 America	アメリカ (小惑星)
Baobab	バオバブ
917 Lyka	リュカ (小惑星)
Horemheb	ホルエムヘブ
918 Itha	イタ (小惑星)
Oj svijetla majska zoro	五月の夜明け
919 Ilsebill	イルゼビル (小惑星)
Malojaroslavec	マロヤロスラヴェツ
920 Rogeria	ロゲリア (小惑星)
Iđirot	ショウブ
921 Jovita	ヨヴィータ (小惑星)
Tušt	スベリヒユ
922 Schlutia	シュルーティア (小惑星)
Koka	コカ
923 Herluga	ヘルルーガ (小惑星)
Tutmozis II.	トトメス2世
Jan Henryk Dąbrowski	ヤン・ヘンリク・ドンブロフスキ
924 Toni	トーニ (小惑星)
Stjepan V., hrvatsko-ugarski kralj	イシュトヴァーン5世
925 Alphonsia	アルフォンシーナ (小惑星)
Panzer VIII Maus	マウス (戦車)
926 Imhilde	イムヒルデ (小惑星)
927 Ratisbona	ラティスボナ (小惑星)
Amenhotep II.	アメンホテプ2世
Viška bitka 1866.	リッサ海戦
928 Hildrun	ヒルドルン (小惑星)
929 Algunde	アールグンデ (小惑星)
930 Westphalia	ウェストファリア (小惑星)
931 Whittemora	ホイットモーラ (小惑星)
Gutenbergova Biblija	グーテンベルク聖書
Kičevo	キチェヴォ
Spandau	シュパンダウ区
932 Hooveria	フーヴェリア (小惑星)
Institut Max Planck	マックス・プランク研究所
Akant	アカンサス
934 Thüringia	テューリンギア (小惑星)
Déjà-vu	既視感
935 Clivia	クリヴィア (小惑星)
936 Kunigunde	クニグンデ (小惑星)
937 Bethgea	ベートゲア (小惑星)
Ramala	ラマッラー
938 Chlosinde	クロジンデ (小惑星)
939 Isberga	イズベルガ (小惑星)
Otok Victoria	ビクトリア島
940 Kordula	コールドゥーラ (小惑星)
941 Murray	マレー (小惑星)
942 Romilda	ロミルダ (小惑星)
943 Begonia	ベゴニア (小惑星)
945 Barcelona	バルセロナ (小惑星)
946 Poësia	ポエシア (小惑星)
947 Monterosa	モンテ・ローザ (小惑星)
948 Jucunda	ユークンダ (小惑星)
949 Hel	ヘル (小惑星)
Grof Saint Germain	サンジェルマン伯爵
Zračna luka Frankfurt-Hahn	フランクフルト・ハーン空港
950 Ahrensa	アーレンザ (小惑星)
Svjetsko prvenstvo u rukometu - Njemačka 1938.	1938年世界男子ハンドボール選手権
Rukomet na OI 1936.	ベルリンオリンピックにおけるハンドボール競技
952 Caia	ツァイア (小惑星)
951 Gaspra	ガスプラ (小惑星)
Konradin	コッラディーノ
953 Painleva	パンルヴァ (小惑星)
Peter Bogdanovich	ピーター・ボグダノヴィッチ
Mekuš	コメガヤ属
Crassula	クラッスラ属
954 Li	リー (小惑星954番)
Lyonel Feininger	リオネル・ファイニンガー
955 Alstede	アルステーデ (小惑星)
Abelia	ツクバネウツギ属
Waldemar Cierpinski	ワルデマール・チェルピンスキー
956 Elisa	エリザ (小惑星)
957 Camelia	カメリア (小惑星)
Šumarica	イチリンソウ属
Kantarion	セント・ジョーンズ・ワート
Kirovograd	キロヴォフラード
960 Birgit	ビルギット (小惑星)
961 Gunnie	グニー (小惑星)
962 Aslög	アスレーク (小惑星)
963 Iduberga	イドゥベルガ (小惑星)
964 Submara	スバマラ (小惑星)
Heaven Shall Burn	ヘヴン・シャル・バーン
965 Angelica	アンゲリカ (小惑星)
966 Muschi	ムシー (小惑星)
967 Helionape	ヘリオナーペ (小惑星)
968 Petunia	ペチュニア (小惑星)
969 Leocadia	レオカディア (小惑星)
Kevin Großkreutz	ケヴィン・グロスクロイツ
970 Primula	プリムラ (小惑星)
Jiří Wolker	イジー・ヴォルケル
Okruglice	クネーデル
Mekčina	チョウジタデ属
Cees Nooteboom	セース・ノーテボーム
973 Aralia	アラリア (小惑星)
972 Cohnia	コーニア (小惑星)
Željezno nebo	アイアン・スカイ
Babina svila	アルメリア (植物)
974 Lioba	リオバ (小惑星)
975 Perseverantia	ペルセヴェランティア (小惑星)
Megion	メギオン
976 Benjamina	ベンジャミーナ (小惑星)
977 Philippa	フィリッパ (小惑星)
978 Aidamina	アイダミナ (小惑星)
979 Ilsewa	イルゼヴァ (小惑星)
Džepni bojni brod Deutschland	ドイッチュラント (装甲艦)
980 Anacostia	アナコスティア (小惑星)
Veliko Vojvodstvo Mecklenburg-Schwerin	メクレンブルク＝シュヴェリーン
981 Martina	マルティナ (小惑星)
Rezervat biosfere	生物圏保護区
Żagań	ジャガン
982 Franklina	フランクリーナ (小惑星)
983 Gunila	グーニラ (小惑星)
Lynyrd Skynyrd	レーナード・スキナード
Hibridna repa	ルタバガ
Anatolij Fomenko	アナトリー・フォメンコ
984 Gretia	グレーティア (小惑星)
Križalina	ウツボグサ
Ivica	キランソウ属
Lenfilm	レンフィルム
986 Amelia	アメリア (小惑星)
987 Wallia	ヴァーリア (小惑星)
Kaki	カキノキ
988 Appella	アペラ (小惑星)
989 Schwassmannia	シュヴァスマニア (小惑星)
990 Yerkes	ヤーキス (小惑星)
Bijeli sljez	ウスベニタチアオイ
991 McDonalda	マクドナルダ (小惑星)
992 Swasey	スウェージー (小惑星)
Cevdet Sunay	ジェヴデト・スナイ
Šaš	スゲ属
Kliment Ohridski	オフリドのクリメント
993 Moultona	モールトナ (小惑星)
994 Otthild	オッティールト (小惑星)
996 Hilaritas	ヒラリタス (小惑星)
995 Sternberga	シュテルンベルガ (小惑星)
997 Priska	プリスカ (小惑星)
Monte Titano	ティターノ山
(I Can’t Get No) Satisfaction	サティスファクション
Srčanik	ゲンチアナ
Zečja soca	コミヤマカタバミ
Zastava Guernseyja	ガーンジーの旗
Anopheles	ハマダラカ
Vlorski distrikt	ヴロラ県
Hrast kitnjak	フユナラ
Pepeljuga (biljka)	シロザ
+44	+44
Drijenak	セイヨウサンシュユ
Leo Beenhakker	レオ・ベーンハッカー
Paul Abraham	パウル・アブラハム
Pozornik	二等兵
Sjeverni sedmogodišnji rat	北方七年戦争
Danje paunče	クジャクチョウ
Pat Nixon	パット・ニクソン
Mišjakinja (biljka)	コハコベ
Plavci (leptiri)	シジミチョウ科
Kamforovac	クスノキ
Zračna luka Stuttgart	シュトゥットガルト空港
Ural	ウラル
Volkswagen Phaeton	フォルクスワーゲン・フェートン
Juan Luis Guerra	フアン・ルイス・ゲラ
Duglazije	トガサワラ属
.45 ACP	.45ACP弾
Antidifamacijska liga	名誉毀損防止同盟
Akvedukt Pontcysyllte	ポントカサステ水路橋と運河
Jeremija	エレミヤ
Century Media Records	センチュリー・メディア・レコード
Süddeutsche Zeitung	南ドイツ新聞
Karlo I., portugalski kralj	カルルシュ1世 (ポルトガル王)
Nuclear Blast	ニュークリア・ブラスト
Helloween	ハロウィン (バンド)
Bušeher	ブーシェフル
Mineralnije Vodi	ミネラーリヌィエ・ヴォードィ
Bane (DC Comics)	ベイン
Dočasnik	下士官
Žena-mačka	キャットウーマン
Matovilac	ノヂシャ
Aronija	アロニア属
Karanfil	カーネーション
Minusinsk	ミヌシンスク
Opuncija	オプンティア
Perastolisni klokoč	ミツバウツギ
Jens Nowotny	イェンス・ノヴォトニー
Operacija Valkira (2008.)	ワルキューレ (映画)
Grafite	エジナウド・バチスタ・リバノ
Žena kojoj sam čitao (2008.)	愛を読むひと
Tupoljev Tu-134	Tu-134 (航空機)
Bijeli grad Tel Aviva	テルアビブの白い都市
Marie-Adélaïde od Luksemburga	マリー＝アデライド (ルクセンブルク大公)
Trstenjak cvrkutić	ヨーロッパヨシキリ
Universidade Federal da Bahia	バイーア連邦大学
Mičurinsk	ミチュリンスク
SH-3 Sea King	SH-3 シーキング
Andy Carroll	アンディ・キャロル
Cemal Gürsel	ジェマル・ギュルセル
Temida	テミス
Shu Du od Caija	蔡叔度
Nogomet na OI 1972.	ミュンヘンオリンピックにおけるサッカー競技
Filipinsko more	フィリピン海
Brza cesta	暫定2車線
Amplituda	振幅
Košarka na OI 1936.	ベルリンオリンピックにおけるバスケットボール競技
Hitlerov kabinet	ヒトラー内閣
Odbojka na OI 1972.	ミュンヘンオリンピックにおけるバレーボール競技
Rukomet na OI 1972.	ミュンヘンオリンピックにおけるハンドボール競技
Austro-ugarska ratna mornarica	オーストリア＝ハンガリー帝国海軍
Alkini	アルキン
Santa Cruz (Kalifornija)	サンタクルーズ (カリフォルニア州)
Genetičko inženjerstvo	遺伝子工学
Istosmjerna struja	直流
Čukotsko more	チュクチ海
Santa Clara, Kalifornija	サンタクララ (カリフォルニア州)
Arequipa	アレキパ
Santa Barbara, Kalifornija	サンタバーバラ
John Constable	ジョン・コンスタブル
Som	ヨーロッパオオナマズ
Srednja škola	中高一貫校
Plijesan	カビ
Heterotrofni organizmi	従属栄養生物
Steve McQueen	スティーブ・マックイーン
Veslanje	ボート競技
Arkadije	アルカディウス
.com	.com
Standardna devijacija	標準偏差
Geopolitika	地政学
Rothschildi	ロスチャイルド家
Optuženik	被告
.cs	.cs
Zimski san	冬眠
.cw	.cw
Nasrudin-šah Kadžar	ナーセロッディーン・シャー
Narval	イッカク
Gradovi heroji SSSR-a	英雄都市
Capoeira	カポエイラ
Socijalistička Internacionala	社会主義インターナショナル
Faro	ファロ
Hranidbeni lanac	食物連鎖
Richard Hamilton (likovni umjetnik)	リチャード・ハミルトン (画家)
Albertville	アルベールヴィル
KFOR	KFOR
Corry Brokken	コリー・ブロッケン
Ajman	アジュマーン
Austrijska služba koja njeguje sjećanje na Holokaust	オーストリアの追悼奉仕
PK (mitraljez opće namjene)	PK (機関銃)
Destruction	デストラクション
Groš	グロシュ
SVD Dragunov	ドラグノフ狙撃銃
3. SS oklopna divizija "Totenkopf"	第3SS装甲師団
Betel	キンマ
Teorija urote	陰謀論
Zastava Somalije	ソマリアの国旗
Ingelheim am Rhein	インゲルハイム・アム・ライン
Johannes Vilhelm Jensen	ヨハネス・ヴィルヘルム・イェンセン
Koma	昏睡
Hugo Capet, kralj Francuske	ユーグ・カペー
Jet Li	ジェット・リー
Trošarine	物品税
Sveta Stolica	聖座
John Napier	ジョン・ネイピア
Harold II., kralj Engleske	ハロルド2世 (イングランド王)
Eurocopter Tiger	ティーガー (航空機)
Władysław Gomułka	ヴワディスワフ・ゴムウカ
Tivoli	ティヴォリ
Vlora	ヴロラ
Richard Meier	リチャード・マイヤー
James Stirling	ジェームズ・スターリング (建築家)
Annapurna	アンナプルナ
Kraljevina Württemberg	ヴュルテンベルク王国
Apsolutna magnituda	絶対等級
BAFTA	英国映画テレビ芸術アカデミー
Hektor	ヘクトール
Limunska kiselina	クエン酸
Christian Dior	クリスチャン・ディオール
Knut (polarni medvjed)	クヌート (ホッキョクグマ)
Jean Monnet	ジャン・モネ
Glaukom	緑内障
Gilgameš (kralj)	ギルガメシュ
Trakavice	サナダムシ
Ataulf	アタウルフ
Elektrane i elektroenergetske mreže	発電所
San Antonio Spurs	サンアントニオ・スパーズ
Barion	バリオン
Cúige Laighean	レンスター
Zastava Nepala	ネパールの国旗
Zastava Monaka	モナコの国旗
William Turner	ジョゼフ・マロード・ウィリアム・ターナー
Mauna Loa	マウナ・ロア山
Nizozemska istočnoindijska kompanija	オランダ東インド会社
Kapučino	カプチーノ
Michelle Pfeiffer	ミシェル・ファイファー
Anno Domini	西暦
Honorije	ホノリウス
Gospodarstvo	経済
Lav (znak)	獅子宮
Travnik	トラヴニク
André Rieu	アンドレ・リュウ
Paramount Pictures	パラマウント映画
Camp Nou	カンプ・ノウ
Jelen lopatar	ダマジカ
Sveta Elizabeta Ugarska	エルジェーベト (ハンガリー王女)
Zastava Maroka	モロッコの国旗
Zastava Kameruna	カメルーンの国旗
Julia Kristeva	ジュリア・クリステヴァ
Kulturkampf	文化闘争
F-104 Starfighter	F-104 (戦闘機)
Stadio Olimpico	スタディオ・オリンピコ・ディ・ローマ
Kraljica od Sabe	シバの女王
Atlanta Hawks	アトランタ・ホークス
Hiparh	ヒッパルコス
BTR-60	BTR-60
Friedrich List	フリードリッヒ・リスト
Bijeli nosorog	シロサイ
BTR-70	BTR-70
Dimitrie Cantemir	ディミトリエ・カンテミール
Murat III.	ムラト3世
Kickers Offenbach	キッカーズ・オッフェンバッハ
Osnovna algebra	抽象代数学
Klaus Augenthaler	クラウス・アウゲンターラー
Rusko-japanski rat	日露戦争
Kaldera	カルデラ
Tipografija	タイポグラフィ
Augusto Roa Bastos	アウグスト・ロア＝バストス
Blizanci	双生児
Zastava Zimbabvea	ジンバブエの国旗
Surfanje	サーフィン
Fagot	ファゴット
Tetraedar	三角錐
P!nk	ピンク (歌手)
Bitka kod Falklandskih otoka	フォークランド沖海戦
Države članice Ujedinjenih naroda	国際連合加盟国
Pio III.	ピウス3世 (ローマ教皇)
Afrički bivol	アフリカスイギュウ
Magnetno levitacijski vlak	磁気浮上式鉄道
Cross Road	クロス・ロード
Kraljev govor (2010.)	英国王のスピーチ
Slama	藁
Sumrak (2008.)	トワイライト〜初恋〜
Pad Carigrada	コンスタンティノープルの陥落
Nagrada Booker	ブッカー賞
Prijeglas	ウムラウト
Adolf Nassauski, kralj Njemačke	アドルフ (神聖ローマ皇帝)
Ciprej	ヤナギラン
Rak vrata maternice	子宮頸癌
Sebastian Deisler	セバスティアン・ダイスラー
Prado	プラド美術館
Paprac	ヤナギタデ
Aleksandar III., papa	アレクサンデル3世 (ローマ教皇)
H5N1	H5N1亜型
Zastava Tadžikistana	タジキスタンの国旗
Pekar	製パン
2. SS oklopna divizija "Das Reich"	第2SS装甲師団
Kemijska olovka	ボールペン
Chaim Soutine	シャイム・スーティン
Sat za planet Zemlju	アース・アワー
Cijena	価格
Strelasti križevi	矢十字党
Ustanak u varšavskom getu	ワルシャワ・ゲットー蜂起
Ana, ruska carica	アンナ (ロシア皇帝)
Der Stürmer	シュテュルマー
Dača	ダーチャ
Ossip Zadkine	オシップ・ザッキン
Ruse	ルセ
Honorije III.	ホノリウス3世 (ローマ教皇)
Ole Rømer	オーレ・レーマー
Sulusko more	スールー海
Hernán Crespo	エルナン・クレスポ
Schumanov plan	シューマン宣言
Rama (hinduizam)	ラーマ
Nova stvarnost	新即物主義
Stephenie Meyer	ステファニー・メイヤー
Petar II., ruski car	ピョートル2世
Mržnja	憎悪
Metropolitan	メトロポリタン美術館
Zastava Bocvane	ボツワナの国旗
Zastava Južnoafričke Republike	南アフリカの国旗
Zastava Perua	ペルーの国旗
Wanda Landowska	ワンダ・ランドフスカ
Zastava Novog Zelanda	ニュージーランドの国旗
Sabirni logor Gross-Rosen	グロース・ローゼン強制収容所
David Ricardo	デヴィッド・リカード
John D. Rockefeller	ジョン・ロックフェラー
Free State	フリーステイト州
Sluh	聴覚
.mf	.mf
Sveučilište u Edinburghu	エディンバラ大学
Henrik III., kralj Engleske	ヘンリー3世 (イングランド王)
Norodom Sihanouk	ノロドム・シハヌーク
Dammam	ダンマーム
Grb Austrije	オーストリアの国章
M48 Patton	M48パットン
Konvekcija	対流
Prosper Mérimée	プロスペル・メリメ
Henrik VI., kralj Engleske	ヘンリー6世 (イングランド王)
Edvard IV.	エドワード4世 (イングランド王)
Željeznička pruga	線路 (鉄道)
Karlo VI., kralj Francuske	シャルル6世 (フランス王)
Teodozije II.	テオドシウス2世
Heinkel He 51	ハインケルHe51
BMP-2	BMP-2
Robert Kubica	ロバート・クビサ
Teofrast	テオプラストス
Ailton	アイウトン・ゴンサウヴェス・ダ・シウヴァ
M47 Patton	M47パットン
Kalist III.	カリストゥス3世 (ローマ教皇)
James Galway	ジェームズ・ゴールウェイ
Marcelin	マルケリヌス (ローマ教皇)
Zapadni svijet	西洋
Aaron Hunt	アーロン・ハント
Bitka kod Akcija	アクティウムの海戦
Evangeline Lilly	エヴァンジェリン・リリー
Kristalografija	結晶学
Percepcija	知覚
Central Park	セントラル・パーク
Saga, prefektura	佐賀県
Theo van Doesburg	テオ・ファン・ドゥースブルフ
Zastava Kolumbije	コロンビアの国旗
Jude Law	ジュード・ロウ
Gilbert Bécaud	ジルベール・ベコー
Deutscher Werkbund	ドイツ工作連盟
Krimski kanat	クリミア・ハン国
Raban Mauro	ラバヌス・マウルス・マグネンティウス
Laslo Móholy-Nágy	モホリ＝ナジ・ラースロー
Samsun	サムスン (都市)
SMTP	Simple Mail Transfer Protocol
Al Farabi	ファーラービー
Puce	ボタン (服飾)
Tupoljev Tu-124	Tu-124 (航空機)
Telnet	Telnet
Odiseas Elitis	オデッセアス・エリティス
Hij	ヒオス島
Čaplja danguba	ムラサキサギ
Euzebije, papa	エウセビウス (ローマ教皇)
Gustaf Dalén	ニルス・グスタフ・ダレーン
Charles Glover Barkla	チャールズ・バークラ
Perec	プレッツェル
Burt Lancaster	バート・ランカスター
VfL Osnabrück	VfLオスナブリュック
Jack Kerouac	ジャック・ケルアック
