Afrihkká	アフリカ
Skuolfi	シロフクロウ
Uvlohávut	ヨーロッパハチクマ
Keflavík	ケプラヴィーク
Bađošgaccet	エナガ
Janez Drnovšek	ヤネス・ドルノウシェク
Hálddahusriekti	行政法
Fuolki	親族
Eurovision lávllagilvvohallan 1956	ユーロビジョン・ソング・コンテスト1956
Л	Л
Stuoragiljobaš	マガン
Sabehat	スキー板
Čoavjehávvi	消化性潰瘍
Ч	Ч
Ш	Ш
Н	Н
Vilgessoadjeskávli	アイスランドカモメ
Ф	Ф
Bearalskuolfi	キンメフクロウ
Rigaluokta	リガ湾
Bangkok Yai	バーンコークヤイ区
Rievssatfálli	シロハヤブサ
Áigi (giellaoahpalaš)	時制
Sololá (departemeanta)	ソロラ県
Guatemala leavga	グアテマラの国旗
О	О
Rievssat	カラフトライチョウ
М	М
Ц	Ц
Urho Kekkonen	ウルホ・ケッコネン
Х	Х
У	У
С	С
Ránesbuokča	アカエリカイツブリ
Harjumaa	ハリュ県
Pori	ポリ (フィンランド)
Andrew Lloyd Webber	アンドルー・ロイド・ウェバー
Gussagoalsi	カワアイサ
Й	Й
Р	Р
Lappeenranta	ラッペーンランタ
Matti Vanhanen	マッティ・ヴァンハネン
Щ	Щ
Т	Т
Bakku	エゾライチョウ
Báktegájanas	反響
Livlánda	リヴォニア
Doavtta	オオハム
Uhcačáihni	コアカゲラ
Vuohki (giellaoahpalaš)	法 (文法)
Partihkal (sátneluohkká)	不変化詞
Pärnumaa	ペルヌ県
Čáhcevuonccis	クイナ
Louisa May Alcott	ルイーザ・メイ・オルコット
Garðabær	ガルザバイル
Joensuu	ヨエンスー
Ю	Ю
Lofuohta	ロフォーテン諸島
Carl Larsson	カール・ラーション
Ruksesčottačuonjá	アオガン
Järvamaa	イェルヴァ県
Võrumaa	ヴォル県
Adrar eanangoddi	アドラール県
Belley	ベレー (フランス)
Eurovision lávllagilvvohallan 1958	ユーロビジョン・ソング・コンテスト1958
Kantarella	アンズタケ
Lulli-Suoma leatna	南スオミ州
Я	Я
Luossa	タイセイヨウサケ
Jan Matejko	ヤン・マテイコ
Álbmotdearvvašvuohta	公衆衛生
Vuoktagoalsi	ウミアイサ
Karabük eanangoddi	カラビュック
Oarje-Virumaa	レーネ＝ヴィル県
Nuorta-Virumaa	イダ＝ヴィル県
Läänemaa	レーネ県
Jõgevamaa	ヨゲヴァ県
Inuhkat	イヌイット
Govuskuolfi	フクロウ
Bargiidbellodat	ノルウェー労働党
NRK	ノルウェー放送協会
Gieddeviola	サンシキスミレ
Áhpedoavtta	ハシグロアビ
Prunus	サクラ属
Mikkeli	ミッケリ
Venn-diagrámma	ベン図
Skábma	極夜
Indiačuonjá	インドガン
Cihceskuolfi	スズメフクロウ
Bellegarde-sur-Valserine	ベルガルド＝シュル＝ヴァルスリーヌ
Ы	Ы
Giljobaš	カリガネ
Э	Э
Põlvamaa	ポルヴァ県
Čáhppesbuokča	ミミカイツブリ
Viljandimaa	ヴィリャンディ県
Bartolomé Esteban Murillo	バルトロメ・エステバン・ムリーリョ
Kotka	コトカ
Norgga fylkkat	ノルウェーの県
Raplamaa	ラプラ県
Valgamaa	ヴァルガ県
Tartumaa	タルトゥ県
Haváijasullot	ハワイ諸島
Oarje-Suoma leatna	西スオミ州
Nokia (gávpot)	ノキア (都市)
Selfoss	セールフォス
Ivan Šiškin	イヴァン・シーシキン
Kajaani	カヤーニ
Bigán	オナガフクロウ
Guksi	お玉杓子
Porvoo	ポルヴォー
Phu Cat Airport	フーカット空港
Suovasteapmi	燻製
Geirangerfjorden	西ノルウェーフィヨルド群 - ガイランゲルフィヨルドとネーロイフィヨルド
Arnold Rüütel	アルノルド・リューテル
Nuorta-Suoma leatna	東スオミ州
Bjørnøya	ビュルネイ島
Ruoná lihttu	緑の同盟
Dorski	タイセイヨウダラ
Eurovision lávllagilvvohallan 1959	ユーロビジョン・ソング・コンテスト1959
Buranovskije Babuški	ブラン村のおばあちゃんたち
Ross jiekŋalahtta	ロス棚氷
Lappi leatna	ラッピ州
Ruoŧa leanat	スウェーデンの県
Gárggogoalsi	ミコアイサ
Ránesskuolfi	カラフトフクロウ
Eurovision lávllagilvvohallan 1961	ユーロビジョン・ソング・コンテスト1961
Livkkárat	ヒタキ科
Ránesčáihni	ヤマゲラ
Skoarra	ビロードキンクロ
Ь	Ь
Finnair	フィンエアー
Katla (vulkána)	カトラ火山
Eurovision lávllagilvvohallan 1998	ユーロビジョン・ソング・コンテスト1998
Oulu leatna	オウル州
Sergei Stanišev	セルゲイ・スタニシェフ
Hämeenlinna	ハメーンリンナ
Juho Kusti Paasikivi	ユホ・クスティ・パーシキヴィ
Čáhppesmuorji	ガンコウラン
Beaglečoalbmi	ビーグル水道
Eurovision lávllagilvvohallan 1960	ユーロビジョン・ソング・コンテスト1960
Saaremaa (eanangoddi)	サーレ県
Höfuðborgarsvæðið	大レイキャヴィーク
Georges de La Tour	ジョルジュ・ド・ラ・トゥール
Gulmmet	イトヨ
Giepma	ケミ
Kouvola	コウヴォラ
Suðurland	南アイスランド
Vuodjinkoarta	運転免許
Giron (loddi)	ライチョウ
Beštorat	セキレイ科
Urtasat	ハーブ
Helssega metro	ヘルシンキ地下鉄
Vilgessealčáihni	オオアカゲラ
Ruvdnaprinsa	皇太子
Uusikaupunki	ウーシカウプンキ
Davvinuortaeana	北東島
Olbmoborranrássi	セイヨウトウキ
Hyvinkää	ヒュヴィンカー
Émile Friant	エミール・フリアン
Ivan Kramskoi	イワン・クラムスコイ
Junior Eurovision lávllagilvvohallan 2007	ジュニア・ユーロビジョン・ソング・コンテスト2007
Áhpehávda	ケワタガモ
Kokkola	コッコラ
Kuusamo	クーサモ
Gáranasmuorji	クマコケモモ
Järvenpää	ヤルヴェンパー
Bealgelottit	ミソサザイ科
Vilgesnjunáhpedoavtta	ハシジロアビ
Katwijk	カトウェイク
Oanehisnjunčuonjá	コザクラバシガン
Girkonjárga	キルケネス
Eurovision lávllagilvvohallan 1971	ユーロビジョン・ソング・コンテスト1971
Risto Ryti	リスト・リュティ
Pehr Evind Svinhufvud	ペール・スヴィンヒュー
Daniel (Ruoŧa prinsa)	ダニエル (ヴェステルイェートランド公)
Čáihni	ミユビゲラ
Urnes stáhpegirku	ウルネスの木造教会
Junior Eurovision lávllagilvvohallan 2003	ジュニア・ユーロビジョン・ソング・コンテスト2003
Norðurland vestra	北アイスランド西部
Goargohaŋŋá	コケワタガモ
Salo	サロ (フィンランド)
Imatra	イマトラ
Jõhvi	ユフヴィ
Ъ	Ъ
Time	タイム
Napo (provinsa)	ナポ県
Islándda presideanta	アイスランドの大統領
Nærøyfjorden	ネーロイ・フィヨルド
Suðurnes	南西アイスランド
Antigua Guatemala	アンティグア・グアテマラ
Annaba eanangoddi	アンナバ県
Khenchela eanangoddi	ヘンシュラ県
Giebmegáisi	ケブネカイセ
Duortnus	トルニオ
Estelle (Ruoŧa prinseassa)	エステル (エステルイェートランド公)
John Bauer	ヨン・バウエル
Suomussalmi	スオムッサルミ
Seltjarnarnes	セルチャルトナルネース
MacBook Pro	MacBook Pro
Guovssat	アカオカケス
Junior Eurovision lávllagilvvohallan 2005	ジュニア・ユーロビジョン・ソング・コンテスト2005
Tuusula	トゥースラ
Lohja	ロホヤ
Giemajohka	ケミ川 (フィンランド)
Pastaza (provinsa)	パスタサ県
Thomas Eakins	トマス・エイキンズ
Junior Eurovision lávllagilvvohallan 2006	ジュニア・ユーロビジョン・ソング・コンテスト2006
Junior Eurovision lávllagilvvohallan 2004	ジュニア・ユーロビジョン・ソング・コンテスト2004
Helsset-Vantaa girdišillju	ヘルシンキ・ヴァンター国際空港
Idnešattut	ヒカゲノカズラ植物門
Eurovision dánsungilvohallan	ユーロビジョン・ダンス・コンテスト
Batna eanangoddi	バトナ県
Béchar eanangoddi	ベシャール県
Hanko	ハンコ
Kerava	ケラヴァ
Suoma leanat	フィンランドの地方行政区画
Araukariašattut	ナンヨウスギ科
Alstahaug	アルスタハウグ
Látvia presideanta	ラトビアの大統領
Zonguldak eanangoddi	ゾングルダク県
Gangkhar Puensum	ガンカー・プンスム
Azuay (provinsa)	アスアイ県
Austurland	東アイスランド
Space Invaders	スペースインベーダー
Anggun	アングン
Mostaganem eanangoddi	モスタガネム県
Vesturland	西アイスランド
Bang Khae	バーンケー区
Tamanrasset eanangoddi	タマンラセット県
Tindouf eanangoddi	ティンドゥフ県
Oran eanangoddi	オラン県
Laghouat eanangoddi	ラグアット県
Chlef eanangoddi	シュレフ県
Constantine eanangoddi	コンスタンティーヌ県
Fiskesviola	キバナノコマノツメ
Djelfa eanangoddi	ジェルファ県
Tiaret eanangoddi	ティアレット県
Tlemcen eanangoddi	トレムセン県
Blida eanangoddi	ブリダ県
Saïda eanangoddi	サイダ県
Tizi Ouzou eanangoddi	ティジ・ウズー県
El Oued eanangoddi	エル・ウェッド県
Bouïra eanangoddi	ブイラ県
Illizi eanangoddi	イリジ県
Béjaïa eanangoddi	ベジャイア県
Aïn Témouchent eanangoddi	アイン・ティムシェント県
Naâma eanangoddi	ナーマ県
Skikda eanangoddi	スキクダ県
El Bayadh eanangoddi	エル・バヤード県
Oum El Bouaghi eanangoddi	ウメル・ブアーギ県
Ouargla eanangoddi	ワルグラ県
Sidi Bel Abbes eanangoddi	シディ・ベル・アッベス県
Jijel eanangoddi	ジジェル県
Mila eanangoddi	ミラ県
Guelma eanangoddi	ゲルマ県
Tissemsilt eanangoddi	ティセムシルト県
Médéa eanangoddi	メデア県
Tipaza eanangoddi	ティパザ県
Boumerdès eanangoddi	ブメルデス県
Relizane eanangoddi	ルリザンヌ県
Souk Ahras eanangoddi	スーク・アフラース県
Mascara eanangoddi	マスカラ県
El Taref eanangoddi	エル・タルフ県
Ў	Ў
Sétif eanangoddi	セティフ県
Citlaltépetl	オリサバ山
Chimborazo (provinsa)	チンボラソ県
Amoc	アモク
M'Sila eanangoddi	ムシラ県
Cotopaxi (provinsa)	コトパクシ県
Norðurland eystra	北アイスランド東部
PZ Myers	ポール・ザカリー・マイヤーズ
IPhone 4S	IPhone 4S
Árnessýsla	アゥルネースシスラ
Cerro Chirripó	チリポ山
Jiellevári gielda	イェリヴァーレ
Speallanhálla	ゲームセンター
Émile Bernard	エミール・ベルナール (画家)
Bordj Bou Arréridj eanangoddi	ボルジ・ブ・アレリジ県
Tébessa eanangoddi	テベッサ県
Damon Albarn	デーモン・アルバーン
Juvénal Habyarimana	ジュベナール・ハビャリマナ
Pichincha (provinsa)	ピチンチャ県
Çankırı eanangoddi	チャンクル県
Siv Jensen	シーヴ・イェンセン
Borgarnes	ボルガルネース
Romssa universitehta	トロムソ大学
Erna Solberg	エルナ・ソルベルグ
Konstantin Päts	コンスタンティン・パッツ
IPhone 4	IPhone 4
Partihkal	パーティクル
Bang Rak	バーンラック区
Apostillasteampil	アポスティーユ
Rasmus Rask	ラスムス・ラスク
Haapajärvi	ハーパヤルヴィ
Andrew Wyeth	アンドリュー・ワイエス
Christer Fuglesang	クリステル・フォーグレサング
Uzejir Hadjibejov	ウゼイル・ハジベヨフ
Kuupik Kleist	クーピク・クライスト
Lars Korvald	ラーシュ・コルヴァール
Carchi (provinsa)	カルチ県
Imbabura (provinsa)	インバブーラ県
Nuorta-Uusimaa eanangoddi	東ウーシマー県
Almmolašvuođaláhka	国別にみた情報公開法
Maldonado (departemeanta)	マルドナド県
Quetzaltenango	ケツァルテナンゴ
Guayas (provinsa)	グアヤス県
Esmeraldas (provinsa)	エスメラルダス県
Islándda vulkánat	アイスランドの火山一覧
Peter Christen Asbjørnsen	ペテル・クリスティン・アスビョルンセン
Hausjärvi	ハウスヤルヴィ
Raisio	ライシオ
Gáiskkit	シダ綱
Jeaggemuorji	ツルコケモモ
Jiří Dienstbier	イジー・ディーンストビール
Nils-Aslak Valkeapää	ニルス＝アスラク・ヴァルケアパー
John Michael Wright	ジョン・マイケル・ライト
Giehka (filbma)	ククーシュカ ラップランドの妖精
Malta gávpogat	マルタの都市の一覧
Riihimäki	リーヒマキ
Álttá báktesárgumat	アルタの岩絵
Biskra eanangoddi	ビスクラ県
Nuortilastavizar	ヤナギムシクイ
Lavalleja (departemeanta)	ラバジェハ県
Kristian Birkeland	クリスチャン・ビルケランド
Leisha Hailey	レイシャ・ヘイリー
Golshifteh Farahani	ゴルシフテ・ファラハニ
El Oro (provinsa)	エル・オロ県
Petén (departemeanta)	ペテン県
Idni	ヒカゲノカズラ
Mette-Marit (Norgga ruvdnaprinseassa)	メッテ＝マリット (ノルウェー王太子妃)
Vilgesčurotguoppar	ドクツルタケ
Grindavíkurbær	グリンダヴィーク
Phra Khanong	プラカノーン区
Paramore	パラモア
Tan Son Nhat	タンソンニャット国際空港
Kujalleq	クヤレック
Bayburt eanangoddi	バイブルト県
Uşak eanangoddi	ウシャク県
Yalova eanangoddi	ヤロヴァ県
Smøla	スメラ
Bievát	ボー (ヌールラン県)
Gladsaxe	グラッドサクセ
Meldal	メルダル
Ruovatvuotna	ラナ (ノルウェー)
The Mars Volta	マーズ・ヴォルタ
Puntriika	プントランド
Ovddádusbellodat	進歩党 (ノルウェー)
Oslo universitehta	オスロ大学
Vega	ヴェーガ
Vuogát	ヴォーガン
Ekerö gielda	エーケレー市
Honnesváhki	ホニングスヴォーグ
Flekkefjord	フレッケフィヨール
Guovddášbellodat	中央党 (ノルウェー)
Divttasvuotna	テュスフィヨール
Nesna	ネスナ
Vevelstad	ヴェヴェルスター
Orellana (provinsa)	オレリャーナ県
Gentofte	ゲントフテ
Härryda gielda	ヘリダ市
Gurutbellodat	ノルウェー自由党
Falu gielda	ファールン市
Puntarenas (provinsa)	プンタレナス州
Soađegilli	ソダンキュラ
Cartago (provinsa)	カルタゴ州
Alajuela (provinsa)	アラフエラ州
Heredia (provinsa)	エレディア州
Landskrona gielda	ランズクルーナ
Chris Pratt	クリス・プラット
Naantali	ナーンタリ
Ruoŧŧademokratat	スウェーデン民主党
Mora gielda	ムーラ市 (スウェーデン)
Tungurahua (provinsa)	トゥングラワ県
Alta Verapaz	アルタ・ベラパス県
Baja Verapaz	バハ・ベラパス県
Herning	ヘアニング市
Vestvågøy	ヴェストヴォーゴイ
Sacatepéquez	サカテペケス県
Léogâne (arrondissemeanta)	レヨガーヌ郡
Rudersdal	ルダースダル
Corozal (guovlu)	コロザル州
Môle Saint-Nicolas (arrondissemeanta)	モール・サン・ニコラ郡
Báhčeveaijohka	パーツヨキ川
Saku	サク市
Ronaldo	ロナウド
Virolahti	ヴィロラハティ
Bang Bon	バーンボーン区
2020-lohku	2020年代
Istanbul eanangoddi	イスタンブル県
Avvil	イヴァロ
Ylöjärvi	ユロヤルヴィ
Miroslav Vitouš	ミロスラフ・ビトウス
Olgešbellodat	保守党 (ノルウェー)
Nurmijärvi	ヌルミヤルヴィ
Beatnatsuoidni	アキノキリンソウ
Váđotmuorjjit	キイチゴ属
Eyjafjarðarsýsla	エイヤフィヨルズル
Lieksa	リエクサ
Valáštallanjahki 2013	2013年のスポーツ
Hiroshima prefektuvra	広島県
Čuotnjágat	ガン亜科
Mordvagiella	モルドヴィン諸語
Hoverla	ホヴェールラ山
Limón (provinsa)	リモン州
Boađđocivkkán	ヨーロッパタヒバリ
Jämsä	ヤムサ
Suoma riikkabeaivvit	エドゥスクンタ
San José (provinsa)	サンホセ州
Sørlandet	ソールラン
Kristiinankaupunki	クリスチーネスタッド
El Quiché	キチェ県
Dierpmárássi	シャク (植物)
Savonlinna	サヴォンリンナ
Varkaus	ヴァルカウス
Guanacaste	グアナカステ州
Izabal (departemeanta)	イサバル県
Edgeøya	エッジ島
Guatemala (departemeanta)	グアテマラ県
Artjärvi	アルトヤルヴィ
Silbon Vuojaš	デイジーダック
Davvelastavizar	メボソムシクイ
Ábirievssat	ゾウゲカモメ
Vestfirðir	西部フィヨルド
Heastanálli	馬の品種の一覧
Kaarina	カーリナ (フィンランド)
Hhohho	ホホ
Sotkamo	ソトカモ
Suoma oaiveministtar	フィンランドの首相
Keuruu	ケウルー
Alášrássi	ヒメシャクナゲ
Čuovža	ホワイトフィッシュ
Kalaallit Nunaata hálddahusguovllut	グリーンランドの地方行政区画
Zamora-Chinchipe (provinsa)	サモラ・チンチペ県
Kirkkonummi	キルッコヌンミ
Loviisa	ロヴィーサ (フィンランド)
Chiquimula (departemeanta)	チキムラ県
Anár	イナリ (フィンランド)
Belize guovllut	ベリーズの行政区画
Sadrigiella	サドリ語
Chimaltenango (departemeanta)	チマルテナンゴ県
Jutiapa (departemeanta)	フティアパ県
Okinawa prefektuvra	沖縄県
Šilljojuopmu	ムカゴトラノオ
Bornholm	ボーンホルム島
Da Nang Airport	ダナン国際空港
Escuintla	エスクィントラ
Zacapa (departemeanta)	サカパ県
Vestur-Barðastrandarsýsla	バルザストランダルシスラ
Jalapa (departemeanta)	ハラパ県
Escuintla (departemeanta)	エスクィントラ県
El Progreso (departemeanta)	エル・プログレソ県
Balto (beana)	バルト (犬)
Bang Khen	バーンケーン区
Bang Kapi	バーンカピ区
Bang Kho Laem	バーンコーレーム区
Bang Khun Thian	バーンクンティアン区
Bang Na	バーンナー区
Bang Phlat	バーンプラット区
Bangkok Noi	バーンコークノーイ区
Sverre Magnus (Norgga prinsa)	スヴェレ・マグヌス
Máhkarávju	マーゲロイ島
Joutseno	ヨウツセノ
Deatnu (johka)	タナ川 (ノルウェー)
Islándda regiuvnnat	アイスランドの地方
Huehuetenango (departemeanta)	ウェウェテナンゴ県
Quetzaltenango (departemeanta)	ケツァルテナンゴ県
Sassarigiella	サッサリ・サルデーニャ語
